batch_idx	src_id	src_title	src_url	src_published_at	dossier_nummer	rapport_titel	datum	vergaderjaar	vraag_nr	vraag	antwoord	antwoord_zie_nr	verwijzingen	llm_label	llm_confidence	llm_reasoning	defl_types	defl_notes
29	rekenkamer__kamerstuk:2014:04:15:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag	Beantwoording Kamervragen over het rapport Bezuiniging op de zorgtoeslag	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/04/15/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag/Antwoorden_TK-vragen_Bezuiniging_zorgtoeslag.pdf	2014-04-15	2014D05579	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op de zorgtoeslag; realisatie en effect	15 april 2014	2014	5	Kan een kwantitatieve opsplitsing worden gegeven van de drie verschillende factoren die worden genoemd over de tegenvaller van de ontwikkeling van de uitgaven? Welke invloed had de lager dan verwachte economische groei?	Het is op basis van ons onderzoek niet mogelijk om hier een kwantitatieve uitsplitsing van te geven.			DEFL	H	De AR geeft expliciet aan dat het op basis van hun onderzoek niet mogelijk is om de gevraagde kwantitatieve uitsplitsing te geven. Er wordt geen inhoudelijk antwoord geleverd, wat past bij DEFL.	SCOPE	
29	rekenkamer__kamerstuk:2014:04:15:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag	Beantwoording Kamervragen over het rapport Bezuiniging op de zorgtoeslag	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/04/15/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag/Antwoorden_TK-vragen_Bezuiniging_zorgtoeslag.pdf	2014-04-15	2014D05579	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op de zorgtoeslag; realisatie en effect	15 april 2014	2014	6	In hoeverre is er sprake van een typische tegenvaller die vaker wordt waargenomen als de groei tegenvalt? Is deze tegenvaller vergelijkbaar met tegenvallers hij andere toeslagen of uitkeringen?	Wij hebben in dit onderzoek geen andere toeslagen of uitkeringen bekeken. In onze volgende publicatie kijken we naar de bezuiniging op de kinderopvangtoeslag, waarbij dit punt eventueel opnieuw aan de orde komt.			DEFL	H	De AR geeft expliciet aan dat ze geen andere toeslagen of uitkeringen hebben onderzocht en verwijst naar een toekomstige publicatie. Er wordt geen substantieel inhoudelijk antwoord op de vraag gegeven.	FUTURE|SCOPE	
32	rekenkamer__kamerstuk:2014:06:11:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Volksgezondheid, Welzijn en Sport	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/11/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_VWS.pdf	2014-06-11	33 930 XVI, nr. 2	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2013 van het Ministerie van Volksgezondheid, Welzijn en Sport	11 juni 2014	2013-2014	12	Voor hoeveel geld is er te hoog geïndiceerd?	Dit is niet door de Algemene Rekenkamer onderzocht. Wel willen wij u attenderen op het onderzoek dat de NZa naar de kostengevolgen van 'upcoding' voor de AWBZ uitvoert. Het Ministerie van VWS verwacht de resultaten van het NZa-onderzoek in juli 2014 te publiceren in het eindrapport Zorgfraude.			DEFL	H	De AR geeft expliciet aan dit niet onderzocht te hebben en verwijst door naar onderzoek van de NZa en het Ministerie van VWS. Er wordt geen eigen inhoudelijk antwoord gegeven op de vraag.	FUTURE|SCOPE	
32	rekenkamer__kamerstuk:2014:06:11:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Volksgezondheid, Welzijn en Sport	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/11/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_VWS.pdf	2014-06-11	33 930 XVI, nr. 2	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2013 van het Ministerie van Volksgezondheid, Welzijn en Sport	11 juni 2014	2013-2014	13	Hoeveel geld levert het op als instellingen zelf indiceren?	Dit is niet door de Algemene Rekenkamer onderzocht.			DEFL	H	De AR geeft expliciet aan dat dit niet is onderzocht, zonder enige inhoudelijke beantwoording. Dit is een klassiek DEFL-antwoord.	SCOPE	
32	rekenkamer__kamerstuk:2014:06:11:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Volksgezondheid, Welzijn en Sport	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/11/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_VWS.pdf	2014-06-11	33 930 XVI, nr. 2	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2013 van het Ministerie van Volksgezondheid, Welzijn en Sport	11 juni 2014	2013-2014	14	Hoeveel instellingen hebben er doelbewust meer zorg geïndiceerd? Waarom worden er geen boetes opgelegd?	Hoeveel instellingen doelbewust meer zorg indiceren, is niet onderzocht door de Algemene Rekenkamer. In september 2013 heeft de staatssecretaris van VWS een brief en rapport verstuurd aan de Tweede Kamer over een onderzoek naar de omvang van 'upcoding' bij gemandateerde indicatiestellingen. In 2013 zijn geen boetes opgelegd omdat deze mogelijkheid er in 2013 niet was. In zijn brief aan de Tweede Kamer geeft de staatssecretaris van VWS aan deze optie te verkennen.			DEFL	M	De AR geeft expliciet aan dat zij het aantal instellingen niet heeft onderzocht en verwijst voor de inhoud naar de staatssecretaris van VWS. De feitelijke informatie over boetes is minimaal en komt neer op een verwijzing naar de staatssecretaris. Het antwoord bevat geen substantieel eigen onderzoeksresultaat of oordeel, waardoor DEFL de beste classificatie is, al is er een kleine feitelijke component (geen boetes mogelijk in 2013).	NO_DATA	
32	rekenkamer__kamerstuk:2014:06:11:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Volksgezondheid, Welzijn en Sport	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/11/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_VWS.pdf	2014-06-11	33 930 XVI, nr. 2	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2013 van het Ministerie van Volksgezondheid, Welzijn en Sport	11 juni 2014	2013-2014	15	De zorginstelling neemt de indicerende rol van het Centrum Indicatiestelling Zorg (CIZ) over; is het CIZ wel de aangewezen instantie om de zorginstelling te controleren? Is het CIZ wel onafhankelijk in dezen?	Het antwoord op deze vraag is niet door de Algemene Rekenkamer op basis van onderzoek te geven.			DEFL	H	De AR geeft expliciet aan dat zij deze vraag niet op basis van onderzoek kan beantwoorden, zonder enige inhoudelijke bijdrage. Dit is een klassiek DEFL-antwoord.	SCOPE	
34	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-financien	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Financiën	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-financien/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_Financien.pdf	2014-06-13	33 930 IX	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Financiën	13 juni 2014	2013-2014	4	Een deel van de afname van de garantie aan het EFSF kan worden verklaard vanuit een verschuiving van activiteiten naar het ESM, maar de totaal uitstaande garanties op eurozonelanden zijn afgenomen, terwijl het totale risico voor de Nederlandse staat hoger is dan alleen garanties en geleende bedragen. Vindt de Rekenkamer de verlaging van de garantie aan het EFSF gerechtvaardigd door daadwerkelijk lagere risico's?	Voor het EFSF geldt dat het plafond van de Nederlandse garantie is teruggebracht omdat nieuwe steunaanvragen per juli 2013 niet meer via het EFSF, maar via het ESM worden afgehandeld. Wij hebben niet in het onderzoek betrokken of met deze verlaging het risico dat Nederland loopt op de resterende garantstelling voor het EFSF op de bedragen die deze instelling reeds heeft uitgeleend, anders uitvalt.			DEFL	H	De AR legt uit waarom de garantie is verlaagd (feitelijke context), maar geeft vervolgens expliciet aan dat zij niet heeft onderzocht of het risico daadwerkelijk lager is. De gestelde vraag wordt daarmee niet inhoudelijk beantwoord; het is een klassieke deflectie ('wij hebben niet in het onderzoek betrokken').	SCOPE	
35	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_IenM.pdf	2014-06-13	33 930 XII, nr. 1	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	13 juni 2014	2013-2014	7	Kunt u toelichten wat de maatschappelijke baten zijn van het beleid voor energiezuinige auto's op het vlak van gezondheid; dit mede in het licht van de fijnstofreductie, en zijn deze baten meegenomen in het oordeel van de Rekenkamer over het nut van dit beleid?	Hier hebben wij in het kader van ons Verantwoordingsonderzoek 2013 geen onderzoek naar gedaan.			DEFL	H	De AR geeft expliciet aan dit niet onderzocht te hebben en levert geen inhoudelijk antwoord op de gestelde vraag.	SCOPE	
35	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_IenM.pdf	2014-06-13	33 930 XII, nr. 1	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	13 juni 2014	2013-2014	8	Kunt u aangeven in welke mate Nederland tweedehands energiezuinige auto's importeert, en hoe dit zich verhoudt tot andere categorieën auto's?	De Algemene Rekenkamer beschikt niet over informatie om deze vraag te kunnen beantwoorden.			DEFL	H	De AR geeft expliciet aan niet over de informatie te beschikken om de vraag te beantwoorden. Er wordt geen inhoudelijk antwoord gegeven, wat een duidelijk geval van DEFL is.	NO_DATA	
35	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu	Beantwoording Kamervragen over het rapport Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_IenM.pdf	2014-06-13	33 930 XII, nr. 1	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	13 juni 2014	2013-2014	11	Is het aanpakken van de beveiliging tegen cornputerhackers van wegen en vaarwegen in 2015 en 2016 alert genoeg?	Wij kunnen nog geen oordeel geven over de beveiliging tegen computerhackers van het hoofdvaarwegennet en hoofdwegennet, omdat de aanpak, de maatregelen en de financiering nog niet voldoende concreet zijn.			DEFL	M	De AR geeft expliciet aan nog geen oordeel te kunnen geven vanwege onvoldoende concrete informatie. Hoewel er een impliciete reden wordt gegeven (aanpak/maatregelen/financiering niet concreet genoeg), is de kern dat de vraag niet substantieel wordt beantwoord. Wel zou het 'niet voldoende concreet' als impliciet oordeel kunnen gelden, maar de hoofdboodschap is dat de AR de vraag niet kan beantwoorden.	NO_DATA	
39	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013	Beantwoording Kamervragen over het rapport Staat van de rijksverantwoording 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013/Antwoorden_op_Kamervragen_over_Staat_van_de_rijksverantwoording_2013_rijksbrede_resultaten_en_themas.pdf	2014-06-13	33 930, nr. 1	Beantwoording vragen Tweede Kamer over 'Staat van de rijksverantwoording 2013, rijksbrede resultaten en thema's'	13 juni 2014	2013-2014	1	Welke conclusie moet worden getrokken indien bij het beoordelingsmoment blijkt dat de decentralisaties per 1 januari 2015 niet haalbaar en/of verantwoord zijn?	Het beoordelingsmoment is er vooral op gericht om te beoordelen wat nog nodig is bij gemeenten en/of Rijk om tot een verantwoorde overdracht over te kunnen gaan en niet bedoeld als go-no go moment.			DEFL	M	De AR beantwoordt de hypothetische vraag niet inhoudelijk (welke conclusie dan getrokken moet worden), maar verduidelijkt alleen de aard van het beoordelingsmoment zonder zelf een standpunt in te nemen of een aanbeveling te doen over wat er zou moeten gebeuren. De vraag wordt feitelijk ontweken.	SCOPE	
39	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013	Beantwoording Kamervragen over het rapport Staat van de rijksverantwoording 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013/Antwoorden_op_Kamervragen_over_Staat_van_de_rijksverantwoording_2013_rijksbrede_resultaten_en_themas.pdf	2014-06-13	33 930, nr. 1	Beantwoording vragen Tweede Kamer over 'Staat van de rijksverantwoording 2013, rijksbrede resultaten en thema's'	13 juni 2014	2013-2014	2	Kan de belastingfraude worden uitgesplitst naar belastingsoort?	De Algemene Rekenkamer beschikt niet over deze gegevens. Technisch is het mogelijk. De Britse belastingdienst maakt een uitgebreide onderverdeling van de Tax Gap naar soort en oorzaak. Zie daarvoor: http://webarchive.nationalarchives.gov.uk/*/http://www.hmrc.gov.uk/statistics/taxgaps/mtg-2013.pdf.			DEFL	H	De AR geeft aan niet over de gevraagde gegevens te beschikken en verwijst naar een externe bron (de Britse belastingdienst) in plaats van zelf een inhoudelijk antwoord te geven. Dit is een klassieke deflectie: geen substantieel antwoord op de gestelde vraag.	NO_DATA	
39	rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013	Beantwoording Kamervragen over het rapport Staat van de rijksverantwoording 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013/Antwoorden_op_Kamervragen_over_Staat_van_de_rijksverantwoording_2013_rijksbrede_resultaten_en_themas.pdf	2014-06-13	33 930, nr. 1	Beantwoording vragen Tweede Kamer over 'Staat van de rijksverantwoording 2013, rijksbrede resultaten en thema's'	13 juni 2014	2013-2014	3	Kan de sociale uitkeringsfraude worden uitgesplitst naar uitkeringssoort?	De Algemene Rekenkamer beschikt niet over deze gegevens. Over de geconstateerde overtredingen rapporteert het Ministerie van SZW in haar jaarverslag per uitkeringssoort (diverse kerncijfers fraude en handhaving).			DEFL	H	De AR geeft aan niet over de gevraagde gegevens te beschikken en verwijst door naar het Ministerie van SZW. Er wordt geen inhoudelijk antwoord op de vraag geleverd, wat duidelijk DEFL is.	NO_DATA	
43	rekenkamer__kamerstuk:2015:04:22:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur	Beantwoording Kamervragen over het rapport Bezuiniging op cultuur	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/04/22/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur/Brief_aan_TK_beantwoording_vragen_Bezuiniging_cultuur.pdf	2015-04-22	2015D09109	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op cultuur; Realisatie en effect	22 april 2015	<UNKNOWN>	5	Welke 23 instellingen zijn gestopt als gevolg van het niet meer krijgen van rijkssubsidie?	Wij beschikken over onvoldoende informatie om een lijst te geven van de 23 instellingen, die zijn gestopt nadat ze geen rijkssubsidie meer ontvingen. Deze informatie is niet openbaar beschikbaar. We hebben de informatie gedurende het onderzoek bovendien niet opgevraagd bij het Ministerie van OCW, omdat die niet relevant was voor de beantwoording van onze onderzoeksvragen. In onze publicatie geven wij over deze 23 instellingen overigens aan dat onduidelijk is of, en in hoeverre de bezuiniging de directe aanleiding voor het stoppen is geweest.		32 820, nr. 124: Cultuur in Beeld 2014	DEFL	H	De AR geeft expliciet aan niet over de gevraagde informatie te beschikken, deze niet te hebben opgevraagd en niet openbaar beschikbaar te hebben. Er wordt geen substantieel inhoudelijk antwoord op de vraag gegeven; dit is een klassieke deflectie.	NO_DATA	
43	rekenkamer__kamerstuk:2015:04:22:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur	Beantwoording Kamervragen over het rapport Bezuiniging op cultuur	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/04/22/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur/Brief_aan_TK_beantwoording_vragen_Bezuiniging_cultuur.pdf	2015-04-22	2015D09109	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op cultuur; Realisatie en effect	22 april 2015	<UNKNOWN>	7	"Hoe verklaart de Algemene Rekenkamer de negatieve ontwikkeling van de eigen inkomsten bij BIS-instellingen in de groepen ""theater"" ""festivals""?"	Op basis van ons onderzoek kunnen wij de groei of daling van de eigen inkomsten bij de deelsectoren niet verklaren. Hiervoor beschikken wij over onvoldoende detailinformatie over de eigen inkomsten van de rijksgesubsidieerde instellingen. Zo constateren wij dat de categorie overige eigen inkomsten niet uitgesplitst is, waardoor onduidelijk is welke soort eigen inkomsten (zoals sponsorinkomsten, particuliere giften of inkomsten uit commerciële activiteiten) het meest hebben bijgedragen aan de geconstateerde ontwikkeling.			DEFL	H	De AR geeft expliciet aan dat zij de ontwikkeling niet kan verklaren wegens onvoldoende detailinformatie. Er wordt geen substantieel inhoudelijk antwoord op de vraag gegeven; de uitleg waarom ze niet kunnen antwoorden maakt het nog steeds DEFL.	SCOPE	
43	rekenkamer__kamerstuk:2015:04:22:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur	Beantwoording Kamervragen over het rapport Bezuiniging op cultuur	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/04/22/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-cultuur/Brief_aan_TK_beantwoording_vragen_Bezuiniging_cultuur.pdf	2015-04-22	2015D09109	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op cultuur; Realisatie en effect	22 april 2015	<UNKNOWN>	9	De Algemene Rekenkamer geeft een verklaring voor de stijging van het aantal gemiddelde bezoekers aan voorstellingen in het buitenland, maar hoe verklaart de Algemene Rekenkamer de daling van het gemiddelde aantal bezoekers bij voorstellingen in Nederland?	Op basis van ons onderzoek kunnen wij noch de groei van het gemiddeld aantal bezoekers aan voorstellingen in het buitenland noch de daling van het gemiddeld aantal bezoekers bij voorstellingen in Nederland verklaren, omdat wij dit niet specifiek onderzocht hebben. Om verklaringen te kunnen geven voor de groei of daling van het gemiddeld aantal bezoekers per voorstelling, is inzicht nodig in de ontwikkeling van de bezettingsgraad van voorstellingen. Deze informatie hebben wij tijdens ons onderzoek niet aangetroffen. Wel hebben we getracht een mogelijke oorzaak voor het aanzienlijke groeipercentage van het gemiddelde aantal bezoekers bij voorstellingen in het buitenland (178,3%) aan te wijzen. Wij willen hierbij benadrukken dat we hiermee geen sluitende verklaring hebben willen geven.			DEFL	H	De AR geeft expliciet aan dat zij de daling niet kan verklaren omdat dit niet specifiek is onderzocht en de benodigde informatie ontbreekt. Er wordt geen substantieel inhoudelijk antwoord op de vraag gegeven; het is een klassieke deflectie ('dit hebben wij niet onderzocht').	SCOPE	
44	rekenkamer__kamerstuk:2015:05:20:beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten	Beantwoording Kamervragen over de webpublicatie 'Belastinguitgaven en milieueffecten'	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/05/20/beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten/Beantwoording_vragen_TK_Belastinguitgaven_en_milieueffecten.pdf	2015-05-20	34000, nr. 54	Beantwoording vragen Tweede Kamer bij webpublicatie 'Belastinguitgaven en milieueffecten'	20 mei 2015	2014-2015	3	De Algemene Rekenkamer benoemt terecht zowel de doelstellingen van regelingen als de milieueffecten van regelingen. Beide zijn van belang, en beide zouden tegen elkaar moeten worden afgezet. Hoe zouden beleidsdoelstellingen en milieueffecten tegen elkaar zijn af te wegen?	Het tegen elkaar afwegen van beleidsdoelstellingen en milieueffecten is een politieke afweging. Daarbij kunnen hulpmiddelen worden gebruikt, zoals rekenmethoden waarmee zowel (economische) beleidseffecten als milieueffecten van een regeling worden geschat. De schattingen zijn complex en kennen zodoende onzekerheidsmarges.			DEFL	M	De AR geeft aan dat het afwegen van beleidsdoelstellingen en milieueffecten een politieke afweging is en verwijst daarmee impliciet naar de politiek/minister. Hoewel er een korte toelichting wordt gegeven over mogelijke hulpmiddelen, neemt de AR zelf geen inhoudelijk standpunt in en beantwoordt de vraag niet substantieel. Het alternatief FEIT is plausibel vanwege de vermelding van rekenmethoden, maar de kern is deflectie naar de politieke arena.	MIN_POL	
44	rekenkamer__kamerstuk:2015:05:20:beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten	Beantwoording Kamervragen over de webpublicatie 'Belastinguitgaven en milieueffecten'	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/05/20/beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten/Beantwoording_vragen_TK_Belastinguitgaven_en_milieueffecten.pdf	2015-05-20	34000, nr. 54	Beantwoording vragen Tweede Kamer bij webpublicatie 'Belastinguitgaven en milieueffecten'	20 mei 2015	2014-2015	4	Hoe beoordeelt u de kwaliteit van de evaluaties op basis waarvan de effectiviteit nu wordt getoetst?	Wij hebben de (methodologische) kwaliteit van de in opdracht van de minister gemaakte evaluaties die we in ons overzicht hebben opgenomen, niet beoordeeld.			DEFL	H	De AR geeft expliciet aan dat zij de kwaliteit van de evaluaties niet heeft beoordeeld. Er wordt geen inhoudelijk antwoord op de vraag gegeven; dit is een klassiek 'niet onderzocht'-antwoord.	SCOPE	
44	rekenkamer__kamerstuk:2015:05:20:beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten	Beantwoording Kamervragen over de webpublicatie 'Belastinguitgaven en milieueffecten'	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/05/20/beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten/Beantwoording_vragen_TK_Belastinguitgaven_en_milieueffecten.pdf	2015-05-20	34000, nr. 54	Beantwoording vragen Tweede Kamer bij webpublicatie 'Belastinguitgaven en milieueffecten'	20 mei 2015	2014-2015	5	Welke mogelijkheden ziet u om in het nieuwe belastingstelsel vergroening en verduurzaming te verweven?	Het antwoord op de vraag hoe vergroening en verduurzaming in het nieuwe belastingstelsel kunnen worden verweven, is een kwestie van politieke afwegingen en keuzes. Daarbij is goede beleidsinformatie, waarbij alle relevante aspecten in ogenschouw worden genomen, behulpzaam. Zie in dit verband ook ons antwoord op vraag 3.			DEFL	H	De AR beantwoordt de vraag niet inhoudelijk maar verwijst naar politieke afwegingen en naar het antwoord op een andere vraag. Er wordt geen eigen standpunt, feit, verklaring of aanbeveling gegeven over hoe vergroening in het belastingstelsel kan worden verweven.	MIN_POL	
44	rekenkamer__kamerstuk:2015:05:20:beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten	Beantwoording Kamervragen over de webpublicatie 'Belastinguitgaven en milieueffecten'	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2015/05/20/beantwoording-kamervragen-over-de-webpublicatie-belastinguitgaven-en-milieueffecten/Beantwoording_vragen_TK_Belastinguitgaven_en_milieueffecten.pdf	2015-05-20	34000, nr. 54	Beantwoording vragen Tweede Kamer bij webpublicatie 'Belastinguitgaven en milieueffecten'	20 mei 2015	2014-2015	9	Bent u bereid nader onderzoek te (laten) doen naar de effectiviteit van de zeven belastinguitgaven die zijn gericht op verbetering van het milieu die tot op heden niet zijn geëvalueerd of waar geen effectiviteitsuitspraak over is gedaan en de kamer hier nader over te informeren?	Het is aan de verantwoordelijke minister om hiernaar nader onderzoek te (laten) doen, conform artikel 20 van de Comptabiliteitswet 2001 en de Regeling Periodiek Evaluatieonderzoek (RPE). Deze vraag moet u aan de desbetreffende minister(s) voorleggen.			DEFL	H	De AR beantwoordt de vraag niet inhoudelijk maar verwijst door naar de verantwoordelijke minister(s), met als argument dat dit conform de Comptabiliteitswet de verantwoordelijkheid van de minister is. Er is geen substantiële inhoud; dit is een klassiek DEFL-patroon.	MIN_POL	
